region_id,short_tip,med_tip,long_tip,max_tip,max_bin,is_statistically_significant,has_rejected_null_hyp,PULocationID,Borough,Zone,service_zone
78,0.10341543513957306,0.25294797687861276,0.5433333333333333,0.5433333333333333,long,True,True,78,Bronx,East Tremont,Boro Zone
119,0.2644395280235988,1.3557064471879285,2.093469387755102,2.093469387755102,long,False,False,119,Bronx,Highbridge,Boro Zone
243,0.8592769803296118,2.4823680456490727,9.89529850746269,9.89529850746269,long,True,True,243,Manhattan,Washington Heights North,Boro Zone
135,0.4256081081081082,1.11,1.771153846153846,1.771153846153846,long,False,False,135,Queens,Kew Gardens Hills,Boro Zone
222,0.059501466275659824,0.24198522622345336,0.9962318840579711,0.9962318840579711,long,False,False,222,Brooklyn,Starrett City,Boro Zone
185,0.11118457300275482,0.42741239892183297,0.8866666666666665,0.8866666666666665,long,False,False,185,Bronx,Pelham Parkway,Boro Zone
28,0.9835104895104896,5.732129840546697,19.03194444444445,19.03194444444445,long,True,True,28,Queens,Briarwood/Jamaica Hills,Boro Zone
205,0.12746423927178155,0.12582661290322583,0.5783333333333334,0.5783333333333334,long,False,False,205,Queens,Saint Albans,Boro Zone
228,1.043845223700121,2.2845469125902165,5.068170731707316,5.068170731707316,long,False,False,228,Brooklyn,Sunset Park West,Boro Zone
219,1.374493670886076,6.263899900891972,12.347739726027397,12.347739726027397,long,True,True,219,Queens,Springfield Gardens South,Boro Zone
86,0.037912087912087916,0.1032340862422998,0.09211920529801325,0.1032340862422998,medium,False,False,86,Queens,Far Rockaway,Boro Zone
194,7.520581395348837,7.877872340425532,15.226470588235296,15.226470588235296,long,False,False,194,Manhattan,Randalls Island,Yellow Zone
1,9.294804928131418,11.223733333333335,16.333833333333335,16.333833333333335,long,False,False,1,EWR,Newark Airport,EWR
203,0.46269230769230774,1.2091952506596306,4.069468085106383,4.069468085106383,long,False,False,203,Queens,Rosedale,Boro Zone
60,0.29358974358974355,0.29634005763688764,1.1604347826086956,1.1604347826086956,long,False,False,60,Bronx,Crotona Park East,Boro Zone
168,0.5799584870848709,0.8723626062322948,4.99921568627451,4.99921568627451,long,False,False,168,Bronx,Mott Haven/Port Morris,Boro Zone
155,0.3218497913769124,0.6412275862068966,0.6538461538461539,0.6538461538461539,long,False,False,155,Brooklyn,Marine Park/Mill Basin,Boro Zone
139,0.30612903225806454,0.13739599383667178,2.2767307692307694,2.2767307692307694,long,False,False,139,Queens,Laurelton,Boro Zone
92,0.7505828779599272,1.3079631425800191,7.4235,7.4235,long,False,False,92,Queens,Flushing,Boro Zone
